NAME,H1_001N,GEO_ID,state,county,tract,block
"Block 1051, Block Group 1, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502001051,21,097,950200,1051
"Block 1048, Block Group 1, Census Tract 9502, Harrison County, Kentucky",10,1000000US210979502001048,21,097,950200,1048
"Block 1049, Block Group 1, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502001049,21,097,950200,1049
"Block 1050, Block Group 1, Census Tract 9502, Harrison County, Kentucky",3,1000000US210979502001050,21,097,950200,1050
"Block 1052, Block Group 1, Census Tract 9502, Harrison County, Kentucky",2,1000000US210979502001052,21,097,950200,1052
"Block 1053, Block Group 1, Census Tract 9502, Harrison County, Kentucky",12,1000000US210979502001053,21,097,950200,1053
"Block 1054, Block Group 1, Census Tract 9502, Harrison County, Kentucky",1,1000000US210979502001054,21,097,950200,1054
"Block 1055, Block Group 1, Census Tract 9502, Harrison County, Kentucky",8,1000000US210979502001055,21,097,950200,1055
"Block 2000, Block Group 2, Census Tract 9502, Harrison County, Kentucky",14,1000000US210979502002000,21,097,950200,2000
"Block 2001, Block Group 2, Census Tract 9502, Harrison County, Kentucky",3,1000000US210979502002001,21,097,950200,2001
"Block 2002, Block Group 2, Census Tract 9502, Harrison County, Kentucky",7,1000000US210979502002002,21,097,950200,2002
"Block 2003, Block Group 2, Census Tract 9502, Harrison County, Kentucky",25,1000000US210979502002003,21,097,950200,2003
"Block 2004, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002004,21,097,950200,2004
"Block 2005, Block Group 2, Census Tract 9502, Harrison County, Kentucky",12,1000000US210979502002005,21,097,950200,2005
"Block 2006, Block Group 2, Census Tract 9502, Harrison County, Kentucky",22,1000000US210979502002006,21,097,950200,2006
"Block 2007, Block Group 2, Census Tract 9502, Harrison County, Kentucky",2,1000000US210979502002007,21,097,950200,2007
"Block 2008, Block Group 2, Census Tract 9502, Harrison County, Kentucky",4,1000000US210979502002008,21,097,950200,2008
"Block 2009, Block Group 2, Census Tract 9502, Harrison County, Kentucky",5,1000000US210979502002009,21,097,950200,2009
"Block 2010, Block Group 2, Census Tract 9502, Harrison County, Kentucky",12,1000000US210979502002010,21,097,950200,2010
"Block 2011, Block Group 2, Census Tract 9502, Harrison County, Kentucky",14,1000000US210979502002011,21,097,950200,2011
"Block 2012, Block Group 2, Census Tract 9502, Harrison County, Kentucky",46,1000000US210979502002012,21,097,950200,2012
"Block 2013, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002013,21,097,950200,2013
"Block 2014, Block Group 2, Census Tract 9502, Harrison County, Kentucky",2,1000000US210979502002014,21,097,950200,2014
"Block 2015, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002015,21,097,950200,2015
"Block 2016, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002016,21,097,950200,2016
"Block 2017, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002017,21,097,950200,2017
"Block 2018, Block Group 2, Census Tract 9502, Harrison County, Kentucky",4,1000000US210979502002018,21,097,950200,2018
"Block 2019, Block Group 2, Census Tract 9502, Harrison County, Kentucky",13,1000000US210979502002019,21,097,950200,2019
"Block 2020, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002020,21,097,950200,2020
"Block 2021, Block Group 2, Census Tract 9502, Harrison County, Kentucky",1,1000000US210979502002021,21,097,950200,2021
"Block 2022, Block Group 2, Census Tract 9502, Harrison County, Kentucky",2,1000000US210979502002022,21,097,950200,2022
"Block 2023, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002023,21,097,950200,2023
"Block 2024, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002024,21,097,950200,2024
"Block 2025, Block Group 2, Census Tract 9502, Harrison County, Kentucky",1,1000000US210979502002025,21,097,950200,2025
"Block 2026, Block Group 2, Census Tract 9502, Harrison County, Kentucky",17,1000000US210979502002026,21,097,950200,2026
"Block 2027, Block Group 2, Census Tract 9502, Harrison County, Kentucky",6,1000000US210979502002027,21,097,950200,2027
"Block 2031, Block Group 2, Census Tract 9502, Harrison County, Kentucky",16,1000000US210979502002031,21,097,950200,2031
"Block 2028, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002028,21,097,950200,2028
"Block 2029, Block Group 2, Census Tract 9502, Harrison County, Kentucky",32,1000000US210979502002029,21,097,950200,2029
"Block 2030, Block Group 2, Census Tract 9502, Harrison County, Kentucky",3,1000000US210979502002030,21,097,950200,2030
"Block 2032, Block Group 2, Census Tract 9502, Harrison County, Kentucky",12,1000000US210979502002032,21,097,950200,2032
"Block 2033, Block Group 2, Census Tract 9502, Harrison County, Kentucky",25,1000000US210979502002033,21,097,950200,2033
"Block 2034, Block Group 2, Census Tract 9502, Harrison County, Kentucky",7,1000000US210979502002034,21,097,950200,2034
"Block 2035, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002035,21,097,950200,2035
"Block 2036, Block Group 2, Census Tract 9502, Harrison County, Kentucky",10,1000000US210979502002036,21,097,950200,2036
"Block 2037, Block Group 2, Census Tract 9502, Harrison County, Kentucky",3,1000000US210979502002037,21,097,950200,2037
"Block 2038, Block Group 2, Census Tract 9502, Harrison County, Kentucky",8,1000000US210979502002038,21,097,950200,2038
"Block 2039, Block Group 2, Census Tract 9502, Harrison County, Kentucky",2,1000000US210979502002039,21,097,950200,2039
"Block 2040, Block Group 2, Census Tract 9502, Harrison County, Kentucky",0,1000000US210979502002040,21,097,950200,2040
"Block 2041, Block Group 2, Census Tract 9502, Harrison County, Kentucky",14,1000000US210979502002041,21,097,950200,2041
"Block 2042, Block Group 2, Census Tract 9502, Harrison County, Kentucky",1,1000000US210979502002042,21,097,950200,2042
"Block 2043, Block Group 2, Census Tract 9502, Harrison County, Kentucky",64,1000000US210979502002043,21,097,950200,2043
"Block 2044, Block Group 2, Census Tract 9502, Harrison County, Kentucky",3,1000000US210979502002044,21,097,950200,2044
"Block 2045, Block Group 2, Census Tract 9502, Harrison County, Kentucky",18,1000000US210979502002045,21,097,950200,2045
"Block 2046, Block Group 2, Census Tract 9502, Harrison County, Kentucky",13,1000000US210979502002046,21,097,950200,2046
