NAME,P001001,GEO_ID,state,county,tract,block
"Block 1013, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",10,1000000US212110401011013,21,211,040101,1013
"Block 1002, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",60,1000000US212110401011002,21,211,040101,1002
"Block 1004, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011004,21,211,040101,1004
"Block 1005, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011005,21,211,040101,1005
"Block 1016, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",4,1000000US212110401011016,21,211,040101,1016
"Block 1023, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",66,1000000US212110401011023,21,211,040101,1023
"Block 1029, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",1,1000000US212110401011029,21,211,040101,1029
"Block 1000, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",64,1000000US212110401011000,21,211,040101,1000
"Block 1008, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011008,21,211,040101,1008
"Block 1012, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011012,21,211,040101,1012
"Block 1014, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011014,21,211,040101,1014
"Block 1017, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",109,1000000US212110401011017,21,211,040101,1017
"Block 1020, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",114,1000000US212110401011020,21,211,040101,1020
"Block 1021, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011021,21,211,040101,1021
"Block 1001, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011001,21,211,040101,1001
"Block 1025, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011025,21,211,040101,1025
"Block 1003, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011003,21,211,040101,1003
"Block 1006, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",26,1000000US212110401011006,21,211,040101,1006
"Block 1007, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",7,1000000US212110401011007,21,211,040101,1007
"Block 1009, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011009,21,211,040101,1009
"Block 1010, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",45,1000000US212110401011010,21,211,040101,1010
"Block 1011, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011011,21,211,040101,1011
"Block 1027, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011027,21,211,040101,1027
"Block 1015, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011015,21,211,040101,1015
"Block 1024, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",46,1000000US212110401011024,21,211,040101,1024
"Block 1018, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011018,21,211,040101,1018
"Block 1022, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011022,21,211,040101,1022
"Block 1019, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",60,1000000US212110401011019,21,211,040101,1019
"Block 1026, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011026,21,211,040101,1026
"Block 1028, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",9,1000000US212110401011028,21,211,040101,1028
"Block 1031, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",8,1000000US212110401011031,21,211,040101,1031
"Block 1032, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",10,1000000US212110401011032,21,211,040101,1032
"Block 1033, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",9,1000000US212110401011033,21,211,040101,1033
"Block 1034, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",72,1000000US212110401011034,21,211,040101,1034
"Block 1035, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011035,21,211,040101,1035
"Block 1036, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",58,1000000US212110401011036,21,211,040101,1036
"Block 1037, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011037,21,211,040101,1037
"Block 1038, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",15,1000000US212110401011038,21,211,040101,1038
"Block 1039, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011039,21,211,040101,1039
"Block 1040, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",3,1000000US212110401011040,21,211,040101,1040
"Block 1041, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",18,1000000US212110401011041,21,211,040101,1041
"Block 1043, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011043,21,211,040101,1043
"Block 1045, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011045,21,211,040101,1045
"Block 1046, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011046,21,211,040101,1046
"Block 1047, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",0,1000000US212110401011047,21,211,040101,1047
"Block 1048, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",6,1000000US212110401011048,21,211,040101,1048
"Block 1049, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",7,1000000US212110401011049,21,211,040101,1049
"Block 1050, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",58,1000000US212110401011050,21,211,040101,1050
"Block 1030, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",71,1000000US212110401011030,21,211,040101,1030
"Block 1042, Block Group 1, Census Tract 401.01, Shelby County, Kentucky",64,1000000US212110401011042,21,211,040101,1042
