NAME,P001001,GEO_ID,state,county,tract,block
"Block 1000, Block Group 1, Census Tract 2, Jefferson County, Kentucky",39,1000000US211110002001000,21,111,000200,1000
"Block 1007, Block Group 1, Census Tract 2, Jefferson County, Kentucky",65,1000000US211110002001007,21,111,000200,1007
"Block 1010, Block Group 1, Census Tract 2, Jefferson County, Kentucky",37,1000000US211110002001010,21,111,000200,1010
"Block 1001, Block Group 1, Census Tract 2, Jefferson County, Kentucky",23,1000000US211110002001001,21,111,000200,1001
"Block 1002, Block Group 1, Census Tract 2, Jefferson County, Kentucky",41,1000000US211110002001002,21,111,000200,1002
"Block 1003, Block Group 1, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002001003,21,111,000200,1003
"Block 1005, Block Group 1, Census Tract 2, Jefferson County, Kentucky",31,1000000US211110002001005,21,111,000200,1005
"Block 1004, Block Group 1, Census Tract 2, Jefferson County, Kentucky",37,1000000US211110002001004,21,111,000200,1004
"Block 1012, Block Group 1, Census Tract 2, Jefferson County, Kentucky",32,1000000US211110002001012,21,111,000200,1012
"Block 1006, Block Group 1, Census Tract 2, Jefferson County, Kentucky",54,1000000US211110002001006,21,111,000200,1006
"Block 1013, Block Group 1, Census Tract 2, Jefferson County, Kentucky",14,1000000US211110002001013,21,111,000200,1013
"Block 1015, Block Group 1, Census Tract 2, Jefferson County, Kentucky",144,1000000US211110002001015,21,111,000200,1015
"Block 1016, Block Group 1, Census Tract 2, Jefferson County, Kentucky",68,1000000US211110002001016,21,111,000200,1016
"Block 1008, Block Group 1, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002001008,21,111,000200,1008
"Block 1009, Block Group 1, Census Tract 2, Jefferson County, Kentucky",46,1000000US211110002001009,21,111,000200,1009
"Block 1017, Block Group 1, Census Tract 2, Jefferson County, Kentucky",72,1000000US211110002001017,21,111,000200,1017
"Block 1011, Block Group 1, Census Tract 2, Jefferson County, Kentucky",51,1000000US211110002001011,21,111,000200,1011
"Block 1014, Block Group 1, Census Tract 2, Jefferson County, Kentucky",15,1000000US211110002001014,21,111,000200,1014
"Block 1018, Block Group 1, Census Tract 2, Jefferson County, Kentucky",84,1000000US211110002001018,21,111,000200,1018
"Block 2000, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002000,21,111,000200,2000
"Block 2005, Block Group 2, Census Tract 2, Jefferson County, Kentucky",74,1000000US211110002002005,21,111,000200,2005
"Block 2008, Block Group 2, Census Tract 2, Jefferson County, Kentucky",14,1000000US211110002002008,21,111,000200,2008
"Block 2013, Block Group 2, Census Tract 2, Jefferson County, Kentucky",62,1000000US211110002002013,21,111,000200,2013
"Block 2014, Block Group 2, Census Tract 2, Jefferson County, Kentucky",111,1000000US211110002002014,21,111,000200,2014
"Block 2015, Block Group 2, Census Tract 2, Jefferson County, Kentucky",10,1000000US211110002002015,21,111,000200,2015
"Block 2016, Block Group 2, Census Tract 2, Jefferson County, Kentucky",33,1000000US211110002002016,21,111,000200,2016
"Block 2017, Block Group 2, Census Tract 2, Jefferson County, Kentucky",29,1000000US211110002002017,21,111,000200,2017
"Block 2018, Block Group 2, Census Tract 2, Jefferson County, Kentucky",93,1000000US211110002002018,21,111,000200,2018
"Block 2019, Block Group 2, Census Tract 2, Jefferson County, Kentucky",17,1000000US211110002002019,21,111,000200,2019
"Block 2001, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002001,21,111,000200,2001
"Block 2002, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002002,21,111,000200,2002
"Block 2010, Block Group 2, Census Tract 2, Jefferson County, Kentucky",50,1000000US211110002002010,21,111,000200,2010
"Block 2003, Block Group 2, Census Tract 2, Jefferson County, Kentucky",115,1000000US211110002002003,21,111,000200,2003
"Block 2004, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002004,21,111,000200,2004
"Block 2006, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002006,21,111,000200,2006
"Block 2007, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002007,21,111,000200,2007
"Block 2009, Block Group 2, Census Tract 2, Jefferson County, Kentucky",16,1000000US211110002002009,21,111,000200,2009
"Block 2011, Block Group 2, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002002011,21,111,000200,2011
"Block 2012, Block Group 2, Census Tract 2, Jefferson County, Kentucky",64,1000000US211110002002012,21,111,000200,2012
"Block 3001, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003001,21,111,000200,3001
"Block 3002, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003002,21,111,000200,3002
"Block 3004, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003004,21,111,000200,3004
"Block 3010, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003010,21,111,000200,3010
"Block 3018, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003018,21,111,000200,3018
"Block 3022, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003022,21,111,000200,3022
"Block 3006, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003006,21,111,000200,3006
"Block 3008, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003008,21,111,000200,3008
"Block 3020, Block Group 3, Census Tract 2, Jefferson County, Kentucky",60,1000000US211110002003020,21,111,000200,3020
"Block 3007, Block Group 3, Census Tract 2, Jefferson County, Kentucky",11,1000000US211110002003007,21,111,000200,3007
"Block 3023, Block Group 3, Census Tract 2, Jefferson County, Kentucky",40,1000000US211110002003023,21,111,000200,3023
"Block 3028, Block Group 3, Census Tract 2, Jefferson County, Kentucky",17,1000000US211110002003028,21,111,000200,3028
"Block 3014, Block Group 3, Census Tract 2, Jefferson County, Kentucky",11,1000000US211110002003014,21,111,000200,3014
"Block 3025, Block Group 3, Census Tract 2, Jefferson County, Kentucky",30,1000000US211110002003025,21,111,000200,3025
"Block 3041, Block Group 3, Census Tract 2, Jefferson County, Kentucky",14,1000000US211110002003041,21,111,000200,3041
"Block 3015, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003015,21,111,000200,3015
"Block 3017, Block Group 3, Census Tract 2, Jefferson County, Kentucky",0,1000000US211110002003017,21,111,000200,3017
"Block 3019, Block Group 3, Census Tract 2, Jefferson County, Kentucky",15,1000000US211110002003019,21,111,000200,3019
"Block 3021, Block Group 3, Census Tract 2, Jefferson County, Kentucky",41,1000000US211110002003021,21,111,000200,3021
"Block 3030, Block Group 3, Census Tract 2, Jefferson County, Kentucky",64,1000000US211110002003030,21,111,000200,3030
"Block 3032, Block Group 3, Census Tract 2, Jefferson County, Kentucky",22,1000000US211110002003032,21,111,000200,3032
