NAME,P001001,GEO_ID,state,county,tract,block
"Block 1098, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001098,21,093,000100,1098
"Block 1099, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001099,21,093,000100,1099
"Block 1100, Block Group 1, Census Tract 1, Hardin County, Kentucky",8,1000000US210930001001100,21,093,000100,1100
"Block 1101, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001101,21,093,000100,1101
"Block 1102, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001102,21,093,000100,1102
"Block 1103, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001103,21,093,000100,1103
"Block 1105, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001105,21,093,000100,1105
"Block 1076, Block Group 1, Census Tract 1, Hardin County, Kentucky",16,1000000US210930001001076,21,093,000100,1076
"Block 1089, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001089,21,093,000100,1089
"Block 1104, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001104,21,093,000100,1104
"Block 1096, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001096,21,093,000100,1096
"Block 1061, Block Group 1, Census Tract 1, Hardin County, Kentucky",31,1000000US210930001001061,21,093,000100,1061
"Block 1062, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001062,21,093,000100,1062
"Block 1063, Block Group 1, Census Tract 1, Hardin County, Kentucky",18,1000000US210930001001063,21,093,000100,1063
"Block 1064, Block Group 1, Census Tract 1, Hardin County, Kentucky",135,1000000US210930001001064,21,093,000100,1064
"Block 1065, Block Group 1, Census Tract 1, Hardin County, Kentucky",7,1000000US210930001001065,21,093,000100,1065
"Block 1066, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001066,21,093,000100,1066
"Block 1067, Block Group 1, Census Tract 1, Hardin County, Kentucky",15,1000000US210930001001067,21,093,000100,1067
"Block 1068, Block Group 1, Census Tract 1, Hardin County, Kentucky",29,1000000US210930001001068,21,093,000100,1068
"Block 1069, Block Group 1, Census Tract 1, Hardin County, Kentucky",14,1000000US210930001001069,21,093,000100,1069
"Block 1073, Block Group 1, Census Tract 1, Hardin County, Kentucky",20,1000000US210930001001073,21,093,000100,1073
"Block 1070, Block Group 1, Census Tract 1, Hardin County, Kentucky",11,1000000US210930001001070,21,093,000100,1070
"Block 1071, Block Group 1, Census Tract 1, Hardin County, Kentucky",4,1000000US210930001001071,21,093,000100,1071
"Block 1072, Block Group 1, Census Tract 1, Hardin County, Kentucky",12,1000000US210930001001072,21,093,000100,1072
"Block 1074, Block Group 1, Census Tract 1, Hardin County, Kentucky",14,1000000US210930001001074,21,093,000100,1074
"Block 1075, Block Group 1, Census Tract 1, Hardin County, Kentucky",9,1000000US210930001001075,21,093,000100,1075
"Block 1077, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001077,21,093,000100,1077
"Block 1078, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001078,21,093,000100,1078
"Block 1079, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001079,21,093,000100,1079
"Block 1080, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001080,21,093,000100,1080
"Block 1081, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001081,21,093,000100,1081
"Block 1082, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001082,21,093,000100,1082
"Block 1083, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001083,21,093,000100,1083
"Block 1084, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001084,21,093,000100,1084
"Block 1085, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001085,21,093,000100,1085
"Block 1086, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001086,21,093,000100,1086
"Block 1087, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001087,21,093,000100,1087
"Block 1088, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001088,21,093,000100,1088
"Block 1090, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001090,21,093,000100,1090
"Block 1091, Block Group 1, Census Tract 1, Hardin County, Kentucky",111,1000000US210930001001091,21,093,000100,1091
"Block 1092, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001092,21,093,000100,1092
"Block 1093, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001093,21,093,000100,1093
"Block 1094, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001094,21,093,000100,1094
"Block 1095, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001095,21,093,000100,1095
"Block 1097, Block Group 1, Census Tract 1, Hardin County, Kentucky",0,1000000US210930001001097,21,093,000100,1097
"Block 1010, Block Group 1, Census Tract 1, Hardin County, Kentucky",10,1000000US210930001001010,21,093,000100,1010
"Block 1014, Block Group 1, Census Tract 1, Hardin County, Kentucky",8,1000000US210930001001014,21,093,000100,1014
